,EIN,NAME,APPLICATION_TYPE,AFFILIATION,CLASSIFICATION,USE_CASE,ORGANIZATION,STATUS,INCOME_AMT,SPECIAL_CONSIDERATIONS,ASK_AMT,IS_SUCCESSFUL
13136,453502475,UNITED MINE WORKERS OF AMERICA INTERNATIONAL,T5,CompanySponsored,C3000,ProductDev,Association,1,1-9999,N,8240,1
13137,453514221,FOUNDATION FOR INTERSCHOLASTIC YOUTH ATHLETICS,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,54065,0
13138,453526983,CREATIVE MIND FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13139,453527898,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13140,453528092,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,57392,0
13141,453528671,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,277745,0
13142,453530159,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13143,453530482,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13144,453531020,REAL ESCAPE FROM THE SEX TRADE,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,318126,0
13145,453531446,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13146,453531783,INNOVATIVE STUDENT LEARNING ACADEMY,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
13147,453533001,ONBIKES INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,61243,1
13148,453533747,GALAXY EDUCATION INC,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,222978,0
13149,453536553,AMONG THE BROKEN A MINISTERIAL OUTREACH,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
13150,453537485,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13151,453540703,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
13152,453548463,STOA,T3,CompanySponsored,C2700,Preservation,Trust,1,0,N,5000,0
13153,453551842,CIVITAN INTERNATIONAL,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13154,453552918,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13155,453552943,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,27430,0
13156,453552974,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13157,453553328,FLORIDA RETRIEVER RESCUE INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,17276,1
13158,453554093,FAMILY AND COMMUNITY EMPOWERMENT COMMUNITY DEVELOPMENT CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13159,453554409,BI-NATIONAL ARTS INSTITUTE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13160,453561529,EXODUS PROJECT,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,16640,1
13161,453562921,ALAMOGORDO TWICE BLEST COMMUNITY PUBLIC CHARITY,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,84997,0
13162,453564310,CENTER FOR GROWTH AND OPPORTUNITY,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13163,453565825,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,43723,0
13164,453567973,LYNETTE R JUNIEL FOUNDATION,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
13165,453570008,P U R E PRAISE M INISTRIES,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
13166,453570373,KAUAI VOICES INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
13167,453570687,CLEAR CREEK ISD GROUPS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
13168,453571421,RUBICON CHARTER SCHOOLS INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,0
13169,453572142,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,10000-24999,N,5006,0
13170,453572190,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13171,453573795,INTERNATIONAL MOUNTAIN BICYCLING ASSOCIATION - COLORADO,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
13172,453574372,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13173,453574390,CENTER MANAGEMENT INC,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,418205,0
13174,453574731,BETTER OPTIONS EVERYDAY CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13175,453574741,JOANNA FRANCIS LIVING WELL,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,10793,1
13176,453577901,THE SCIENCE EXPERIENCE INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13177,453579016,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,83712,0
13178,453579164,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13179,453579254,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13180,453579441,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13181,453579483,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13182,453579568,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13183,453579695,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,109656,0
13184,453583109,CANNABIS BUSINESS ALLIANCE,T6,Independent,C1000,ProductDev,Trust,1,25000-99999,N,9049,0
13185,453585741,KITTY CAUSE CAT RESCUE,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
13186,453587936,GATEWAY OCCUPATIONAL THERAPY EDUCATION COUNCIL,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13187,453589675,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,47978,0
13188,453589747,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13189,453589785,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13190,453589811,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13191,453590945,TO BY FOR KIDS FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,192546,1
13192,453593554,JOHN SPADARO YOUTH FOUNDATION INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,28628,1
13193,453594522,PRAYERS ON WINGS LLC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
13194,453595060,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13195,453595353,NGUYEN TE MEDITATION CENTER,T3,Independent,C7000,Preservation,Trust,1,25000-99999,N,477485,1
13196,453597379,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13197,453597418,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13198,453597465,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13199,453597533,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,10000-24999,N,22656,0
13200,453598268,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13201,453599926,AUBURN DANCE ACADEMY XTREME TEAM PARENT TEACHER ASSOCIATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
13202,453602067,COLINASWAY INC,T3,Independent,C7200,Preservation,Trust,1,25000-99999,N,56746,1
13203,453602244,WOMEN ACHIEVING THEIR VISION THROUGH EXCELLENCE INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,9796,1
13204,453604490,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13205,453605462,AMATEUR ATHLETIC UNION OF THE UNITED STATES,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
13206,453605509,STAR OF HOPE CENTRE - USA,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,34792,1
13207,453609312,GLOBAL PAINT FOR CHARITY INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,63978,1
13208,453612306,NAMI GAINESVILLE INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13209,453613031,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13210,453613565,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,29044,0
13211,453613742,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13212,453613772,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,1-9999,N,5000,0
13213,453615909,CHINESE AMERICAN CPA ASSOCIATION,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,0
13214,453618090,JOSEPHS HOUSE BROOKSVILLE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13215,453621166,COMBAT VETERANS MOTORCYCLE ASSOC 10-1,T19,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
13216,453621429,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13217,453622361,PTA UTAH CONGRESS,T3,CompanySponsored,C2000,Preservation,Association,1,0,N,5000,0
13218,453622427,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13219,453624095,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,100000-499999,N,362026,0
13220,453624124,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13221,453624531,INTERNATIONAL MOUNTAIN BICYCLING ASSOCIATION - COLORADO,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,1
13222,453624711,CALIFORNIA GARDEN CLUBS INC,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,1
13223,453628178,EPHRATA HIGH SCHOOL MUSIC BOOSTER CLUB,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13224,453632354,CHURCHILL ACADEMY PARENT ASSOCIATION,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13225,453633099,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,36206,1
13226,453634680,ARTIFICIAL GENERAL INTELLIGENCE SOCIETY,T3,Independent,C2800,Preservation,Trust,1,0,N,5000,1
13227,453636936,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13228,453640375,GIRLS ON THE RUN TN-6-332,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
13229,453640554,TL COMMUNITY ASSOCIATION INC,T4,Independent,C1000,ProductDev,Trust,1,100000-499999,N,572712,1
13230,453643634,SECOND MILE HAITI,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,250762,1
13231,453644514,GATEWAY GIVES FOUNDATION,T3,Independent,C1200,Preservation,Trust,1,10000-24999,N,7226,1
13232,453645959,FORESTBURG HOMEMAKERS,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13233,453646107,ALPHA PHI SIGMA,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
13234,453647458,INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,T5,CompanySponsored,C3000,ProductDev,Association,1,100000-499999,N,139866,1
13235,453647785,BUNNIES URGENTLY NEEDING SHELTER,T3,Independent,C4000,Preservation,Trust,1,25000-99999,N,141253,1
13236,453652673,1K NATION INC,T3,Independent,C1270,Preservation,Trust,1,0,N,5000,0
13237,453656119,SOBOBA BAND OF LUISENO INDIANS,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,374938,1
13238,453659556,OPALS BARN INC,T3,Independent,C4000,Preservation,Trust,1,0,N,5000,1
13239,453660026,DOWNEY FC NON PROFIT CORP,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13240,453662411,SEED HISPANIC LATINO CENTER FOR EDUCATIONAL DEVELOPMENT,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13241,453664354,STOA,T3,CompanySponsored,C2700,Preservation,Trust,1,0,N,5000,0
13242,453666116,AMATEUR ATHLETIC UNION OF THE UNITED STATES,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
13243,453666704,HAL BRADY MINISTRIES INCORPORATED,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
13244,453670534,OSAGE COUNTY FAIR ASSOCIATION,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,18985,1
13245,453674500,BIRDS OF PARADISE SANCTUARY & RESCUE INC,T3,Independent,C4000,Preservation,Trust,1,100000-499999,N,71168,1
13246,453675873,LEXUS 70 INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13247,453680694,PARTNERS IN ACTION INC,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13248,453681951,CISD EDUCATIONAL SUPPORT GROUPS INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
13249,453685463,BETTER CAUSE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13250,453693665,CENTRAL ALABAMA BEST INC,T3,Independent,C1000,Preservation,Trust,1,1-9999,N,5000,1
13251,453694239,NAJJA HOPE INC,T3,Independent,C1700,Preservation,Trust,1,0,N,5000,1
13252,453694925,AMERICA CUP INC,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
13253,453695693,SMITH COUNTY CHILDRENS INITIATIVE,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
13254,453698750,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13255,453703605,MAUI KAANAPALI VILLAS RENTAL ADVISORY COMMITTEE,T3,Independent,C2000,Preservation,Association,1,0,N,5000,1
13256,453704451,AMERICAS HEROES ENJOYING RECREATION OUTDOORS,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,48154,1
13257,453704829,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13258,453708641,TWENTYNINE PALMS HIGH SCHOOL MUSIC BOOSTER ASSOCIATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
13259,453710796,DENVER INTERNATIONAL AIRPORT ROTARY FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13260,453714142,WOMEN IN NETWORKING AND CONSTRUCTION INC,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
13261,453715717,CARING FOR OUR COMMUNITY INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13262,453716461,CONTEMPORARY TEXAS SCULPTURE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13263,453716711,MOST WORSHIPFUL STRINGER FREE AND ACCEPTED MASONS,T10,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,1
13264,453717998,UNYTUS FOUNDATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13265,453718177,NATIONAL EL CAMINO OWNERS ASSOCIATION,T7,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
13266,453719087,FULLY INVOLVED CORP FULLY INVOLVED MIAMI,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13267,453719878,NETWORKING U,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,1
13268,453719889,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,25000-99999,N,484078,0
13269,453719921,UNIVERSITY OF FLORIDA,T3,CompanySponsored,C1000,Preservation,Association,1,0,N,5000,0
13270,453720368,COMMUNITY OPERATIONS RECOVERY EMPOWERMENT INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
13271,453725669,LAS MANITAS DE PETALUMA SPANISH ENGLISH DUAL IMMERSION INC,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13272,453726266,CRAWMERS CRITTERZ,T3,Independent,C2000,Preservation,Trust,1,1M-5M,N,128593,1
13273,453729122,FAITH ARISE CHURCH,T3,Independent,C7000,Preservation,Trust,1,0,N,5000,1
13274,453731681,VOLUNTEER LEADERSHIP,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,36789,1
13275,453735538,THIS THING OF OURS INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
13276,453737015,SYRIA RELIEF & DEVELOPMENT,T3,Independent,C1000,Preservation,Trust,1,1M-5M,N,888934,1
13277,453738720,SCR BASEBALL LEAGUE,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,80729,1
13278,453739605,BETA ALPHA PSI NATIONAL COUNCIL,T3,CompanySponsored,C1200,Preservation,Association,1,0,N,5000,0
13279,453740080,MUSLIM WOMENS ORGANIZATION CORP,T3,Independent,C1200,Preservation,Trust,1,25000-99999,N,25690,1
13280,453740694,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13281,453742478,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,0
13282,453743566,GROWING REAL OPPORTUNITIES IN THE WORKFORCE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13283,453744697,BRIDGES MIDDLE SCHOOL,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,189773,0
13284,453745255,INDEPENDENT TRANSPORTATION NETWORK MONTEREY COUNTY,T3,Independent,C1200,Preservation,Trust,1,100000-499999,N,25138,0
13285,453747641,NICARAGUA EDUCATION SCHOLARSHIP FUND,T3,Independent,C2000,Preservation,Trust,1,0,N,5000,1
13286,453748614,TEXAS CUP,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,5000,1
13287,453748712,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13288,453748835,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13289,453748850,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13290,453748906,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13291,453749981,YVES AND GUNTIERRE,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13292,453752171,BELINDA K SKLOSS-A NON-PROFIT CORPORATION,T3,Independent,C1000,Preservation,Corporation,1,0,N,5000,1
13293,453752274,SILVER TOUR CORPORATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13294,453752411,BADGES SUPPORTING FALLEN OFFICERS FAMILIES,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13295,453754132,MOASC CONTRACTING NETWORK INC,T6,Independent,C2000,ProductDev,Trust,1,1-9999,N,8387,1
13296,453755654,AMATEUR ATHLETIC UNION OF THE UNITED STATES,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
13297,453758798,BOKAKO COMMUNITY TAX SERVICES CORP,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13298,453759317,RISE GLOBAL HEALTH INITIATIVE,T3,Independent,C1000,Preservation,Trust,1,0,N,20684,1
13299,453762194,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13300,453762247,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13301,453762277,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13302,453762301,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13303,453762348,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13304,453763435,IMAGINE SCHOOL AT MOUNTAIN VIEW PARENT TEACHER ORGANIZATION,T3,Independent,C1000,Preservation,Association,1,0,N,5000,0
13305,453765191,FOUNDATION FOR ARCHULETA COUNTY EDUCATION,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,0
13306,453767168,AMATEUR ATHLETIC UNION OF THE UNITED STATES,T3,CompanySponsored,C1200,Preservation,Trust,1,0,N,5000,0
13307,453767604,UNITED NEIGHBORHOOD OUTREACH,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13308,453770969,ALTRUSA INTERNATIONAL FOUNDATION INC,T3,CompanySponsored,C1000,Preservation,Trust,1,0,N,5000,0
13309,453775418,RUN TO HEAR INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13310,453776880,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13311,453776913,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13312,453776924,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13313,453776934,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13314,453777411,WAMO ENTERPRISES INC,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13315,453778917,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13316,453778958,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13317,453778989,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13318,453779028,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13319,453779078,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13320,453780908,TOM MCCALL UPPER ELEMENTARY SCHOOL PARENT CLUB,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,9885,0
13321,453781740,AMERICAN COLLEGE OF NURSE-MIDWIVES,T6,CompanySponsored,C2000,ProductDev,Trust,1,0,N,5000,1
13322,453781886,COPPER CITIES YOUTH BASKETBALL LEAGUE,T3,Independent,C2000,Preservation,Trust,1,25000-99999,N,40759,1
13323,453784578,PTA TEXAS CONGRESS,T3,CompanySponsored,C2000,Preservation,Trust,1,0,N,5000,0
13324,453785414,TONGAN ALLIANCE OF AMERICA,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
13325,453786192,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,0,N,5000,1
13326,453787720,SECOND WARD FUTBOL CLUB,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
13327,453787871,MISSOURI FORGET-ME-NOT HORSE RESCUE AND SANCTUARY,T3,Independent,C1000,Preservation,Trust,1,100000-499999,N,187250,1
13328,453788384,HOPE FACTORY INC,T3,Independent,C1000,Preservation,Trust,1,25000-99999,N,14937,1
13329,453793143,ALUMNI ASSOCIATION OF NORTHERN LUZON ADVENTIST COLLEGE,T3,Independent,C1000,Preservation,Trust,1,10000-24999,N,14743,1
13330,453793355,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13331,453793363,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13332,453793369,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13333,453793385,GAMMA THETA UPSILON,T3,CompanySponsored,C2100,Preservation,Association,1,0,N,5000,0
13334,453794839,EKHOS INCORPORATED,T6,Independent,C1000,ProductDev,Trust,1,0,N,5000,1
13335,453796970,FRIENDS AFTER DIAGNOSIS INC,T3,Independent,C1200,Preservation,Trust,1,0,N,5000,0
13336,453800046,COLORADO MOTORCYCLE VICTIMS ACCIDENT FUND,T3,Independent,C3000,Preservation,Trust,1,100000-499999,N,6494,1
13337,453800406,PARENT BOOSTER USA INC,T3,CompanySponsored,C2100,Preservation,Trust,1,25000-99999,N,13600,0
13338,453801286,ALLIANCE TO REUNITE & REPAIR OUR WORLD,T3,Independent,C1000,Preservation,Trust,1,0,N,5000,1
